Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min,TD targets/Mean,TD targets/Stdev,TD targets/Max,TD targets/Min,actions/Mean,actions/Stdev,actions/Max,actions/Min
155,1044.0,0.0,1995.0,105.0,19.0,2945.0,0.5,0.5677,0.5677,0.0,2527.4082238674164,,,,0.0027198699729827545,0.0007746660332233783,0.004451749846339226,0.0014970629708841443,0.0001,0.0,0.0001,0.0001,1.0584286,0.49717107,1.9514893,0.2069137,0.5677,0.0,0.5677,0.5677,,,,,,,,,,,,,,,,,,,,,0.49265972,0.61401147,2.1654694,-0.10184367,0.43017290384367,0.6035688790708487,2.112361431121826,-0.1590299755334854,0.28733506807912895,0.23097526890592193,0.8864657625814409,0.07246063426009325
156,1063.0,0.0,1995.0,105.0,19.0,2964.0,0.5,0.4073,0.4073,1.0,2546.1522998809814,0.3204,0.3204,0.0,0.02530048642721441,0.014454842014945913,0.05772692710161209,0.009960837662220001,0.0001,0.0,0.0001,0.0001,5.248628,2.1100206,9.423908,2.7921133,0.40730000000000005,5.551115123125783e-17,0.4073,0.4073,,,,,,,,,,,,,,,,,,,,,0.3881422,0.47522438,1.9858088,-0.14073369,0.3245679088750298,0.41253561752970686,1.673275113105774,-0.1528869867324829,0.3216006455549621,0.2277475363615874,0.8397245875365758,0.03178996270118216
157,1082.0,0.0,1995.0,105.0,19.0,2983.0,0.5,0.6811,0.6811,0.0,2557.6591198444366,,,,0.007264184144635995,0.0031234631844125225,0.01172229927033186,0.001972374739125371,0.0001,0.0,0.0001,0.0001,2.90083,1.5175525,5.7531476,0.51622593,0.6811000000000001,1.1102230246251565e-16,0.6811,0.6811,,,,,,,,,,,,,,,,,,,,,0.33877265,0.42607546,1.6347355,-0.1212942,0.29421719194945034,0.3818125018921424,1.5651845932006836,-0.1470297873020172,0.3072389241156946,0.1636980455806369,0.6667608055714286,0.033818121599151055
158,1101.0,0.0,1995.0,105.0,19.0,3002.0,0.5,0.6392,0.6392,0.0,2567.931923389435,,,,0.010566304450751178,0.005751749532201176,0.021562010049819946,0.002038586651906371,0.0001,0.0,0.0001,0.0001,4.5910616,2.0180361,7.6156793,0.37704408,0.6392000000000001,1.1102230246251565e-16,0.6392,0.6392,,,,,,,,,,,,,,,,,,,,,0.30547118,0.37019327,1.4526682,-0.10356611,0.289221960193627,0.3508745639345448,1.4300870895385742,-0.13599218428134918,0.323995563279749,0.19987312119928313,0.7175976715276194,0.03203189423370833
159,1120.0,0.0,1995.0,105.0,19.0,3021.0,0.5,0.48340000000000005,0.48340000000000005,0.0,2578.86048078537,,,,0.006946123114580082,0.004149570059223218,0.015922199934720993,0.002032773569226265,0.0001,0.0,0.0001,0.0001,3.2113512,1.96714,6.594869,0.6070305,0.4834,5.551115123125783e-17,0.48340000000000005,0.48340000000000005,,,,,,,,,,,,,,,,,,,,,0.30047765,0.34885302,1.3319865,-0.11223301,0.27629118161169874,0.326665162454571,1.3176521062850952,-0.13952982425689697,0.3428219343515611,0.2565138677078206,0.8998376451889616,0.0259514286154103
160,1139.0,0.0,1995.0,105.0,19.0,3040.0,0.5,0.2722,0.2722,0.0,2589.439166545868,,,,0.002804484405917012,0.0012434739513022285,0.0055373539216816425,0.001429583877325058,0.0001,0.0,0.0001,0.0001,1.5247567,0.8090418,2.8769958,0.3002571,0.27219999999999994,5.551115123125783e-17,0.2722,0.2722,,,,,,,,,,,,,,,,,,,,,0.26851633,0.31983933,1.2391173,-0.07585609,0.27262216052313815,0.3154341709538891,1.2149800062179565,-0.12515369057655334,0.4395641202654506,0.2662487551952681,0.9855496120363689,0.0013472529074973574
161,1158.0,0.0,1995.0,105.0,19.0,3059.0,0.5,0.4758,0.4758,1.0,2609.094036579132,0.35629999999999995,0.35629999999999995,0.0,0.00984534092195746,0.0040540563141514725,0.02027047425508499,0.003212467534467578,0.0001,0.0,0.0001,0.0001,2.426459,0.8788192,4.2575727,0.660488,0.47579999999999995,5.551115123125783e-17,0.4758,0.4758,,,,,,,,,,,,,,,,,,,,,0.3088172,0.28920567,1.1250831,-0.06500323,0.2446204363173455,0.2183188876237872,0.8180173635482788,-0.11253771185874939,0.21741564151078094,0.1601910414000181,0.49999033733302156,0.0006016658082356448
162,1177.0,0.0,1995.0,105.0,19.0,3078.0,0.5,0.35840000000000005,0.35840000000000005,0.0,2619.8459820747375,,,,0.008539358360899819,0.004001826880754167,0.015280647203326225,0.0023015819024294615,0.0001,0.0,0.0001,0.0001,3.4523401,1.7906476,6.190321,0.2524205,0.3584,5.551115123125783e-17,0.35840000000000005,0.35840000000000005,,,,,,,,,,,,,,,,,,,,,0.27297106,0.26937693,0.819607,-0.15057586,0.2547487534594708,0.22234325504554056,0.776660144329071,-0.1046668291091919,0.20673718491700876,0.17410744611132198,0.6988043656148218,0.005334049910281219
163,1196.0,0.0,1995.0,105.0,19.0,3097.0,0.5,0.6631,0.6631,0.0,2630.7439382076263,,,,0.009938234722034799,0.007521840521711512,0.03303566202521324,0.002334161661565304,0.0001,0.0,0.0001,0.0001,3.9733343,2.493022,9.759515,0.6301114,0.6631,0.0,0.6631,0.6631,,,,,,,,,,,,,,,,,,,,,0.25831845,0.2370562,0.6804831,-0.10426658,0.23991741346883722,0.21343387982924208,0.7258654236793518,-0.09874015301465988,0.26586239379764487,0.16244898472824212,0.6115509366629,0.006756208649027364
164,1215.0,0.0,1995.0,105.0,19.0,3116.0,0.5,0.42719999999999997,0.42719999999999997,0.0,2642.5903491973877,,,,0.006323853636988335,0.002392887489044497,0.012221488170325756,0.002500962931662798,0.0001,0.0,0.0001,0.0001,3.2942636,0.9780319,5.744669,1.85625,0.42719999999999997,0.0,0.42719999999999997,0.42719999999999997,,,,,,,,,,,,,,,,,,,,,0.25761157,0.21007474,0.662876,-0.07613756,0.24411312714278852,0.20283703628468677,0.7038,-0.11056411266326904,0.24534853462946865,0.2629658269506444,0.9615190133469856,0.010010967206879513
165,1234.0,0.0,1995.0,105.0,19.0,3135.0,0.5,0.45030000000000003,0.45030000000000003,0.0,2654.109133005142,,,,0.003310347266960889,0.002009343292735236,0.008712789043784142,0.0016138351056724787,0.0001,0.0,0.0001,0.0001,1.750801,1.1147796,4.079732,0.21032177,0.4503000000000001,5.551115123125783e-17,0.45030000000000003,0.45030000000000003,,,,,,,,,,,,,,,,,,,,,0.25000134,0.20128702,0.65760386,-0.088676885,0.25159765776082077,0.19563601439234715,0.6827,-0.0956689864397049,0.2522953200699178,0.1590631476227015,0.6352753813245268,0.020599181928817007
166,1253.0,0.0,1995.0,105.0,19.0,3154.0,0.5,0.5247999999999999,0.5247999999999999,1.0,2672.805052757263,0.32539999999999997,0.32539999999999997,0.0,0.006710836663842201,0.002173020189716629,0.010155033320188522,0.003128685522824526,0.0001,0.0,0.0001,0.0001,1.6148802,0.9169554,3.722326,0.29284716,0.5247999999999998,1.1102230246251565e-16,0.5247999999999999,0.5247999999999999,,,,,,,,,,,,,,,,,,,,,0.2931317,0.21964772,0.60808426,-0.07688169,0.25638961157856954,0.20082814853133377,0.6811,-0.09465006738901138,0.271505068063975,0.2520770188151824,0.9830592232351548,0.0073534803854174175
167,1272.0,0.0,1995.0,105.0,19.0,3173.0,0.5,0.5771,0.5771,0.0,2683.032283782959,,,,0.00368602944460387,0.0023488911697770428,0.009117890149354935,0.0012914716498926282,0.0001,0.0,0.0001,0.0001,1.7324936,1.2683531,4.1278005,0.2754274,0.5771,0.0,0.5771,0.5771,,,,,,,,,,,,,,,,,,,,,0.26044965,0.21468712,0.62255955,-0.082056195,0.25126405590932044,0.20482202150049628,0.6632000000000001,-0.09980743378400803,0.2662805756505201,0.16945116445189234,0.5726801196114554,0.03707295277210582
168,1291.0,0.0,1995.0,105.0,19.0,3192.0,0.5,0.33099999999999996,0.33099999999999996,0.0,2692.409895181656,,,,0.008629195476209538,0.006806337766356215,0.022781800478696823,0.001884089200757444,0.0001,0.0,0.0001,0.0001,3.3157058,2.0442035,6.968651,0.7620997,0.3309999999999999,5.551115123125783e-17,0.33099999999999996,0.33099999999999996,,,,,,,,,,,,,,,,,,,,,0.25914055,0.21281788,0.5696868,-0.12224707,0.2555344148389253,0.20790053248389354,0.7038,-0.10838121920824051,0.3454491301559835,0.22209647566063326,0.8463757024539813,0.02930535843338156
169,1310.0,0.0,1995.0,105.0,19.0,3211.0,0.5,0.5535,0.5535,0.0,2702.680308818817,,,,0.0034502338255859083,0.001349445950849279,0.006778016686439514,0.0014006673591211438,0.0001,0.0,0.0001,0.0001,1.7059712,0.7928981,3.3913507,0.5145598,0.5535,0.0,0.5535,0.5535,,,,,,,,,,,,,,,,,,,,,0.2716085,0.21794665,0.5648453,-0.12315309,0.25344211778294606,0.20678952533630937,0.6827,-0.11966875195503235,0.2627802519254163,0.18343405509296823,0.6070141758726623,0.0031862564484183517
170,1329.0,0.0,1995.0,105.0,19.0,3230.0,0.5,0.6336999999999999,0.6336999999999999,0.0,2713.751903772354,,,,0.0029348390784838963,0.0015137239019361547,0.005829815752804279,0.001189147587865591,0.0001,0.0,0.0001,0.0001,1.4033588,0.95640266,3.30426,0.11699109,0.6336999999999998,1.1102230246251565e-16,0.6336999999999999,0.6336999999999999,,,,,,,,,,,,,,,,,,,,,0.2778174,0.21864048,0.6253713,-0.064830415,0.25851328964675774,0.20770920323005884,0.6827,-0.11854136735200882,0.25753156694477464,0.22295199187817447,0.9133640702508836,0.020472619076357626
171,1348.0,0.0,1995.0,105.0,19.0,3249.0,0.5,0.36029999999999995,0.36029999999999995,1.0,2733.752992630005,0.27969999999999995,0.27969999999999995,0.0,0.007224340431599153,0.0031134116876142264,0.01343755517154932,0.0027238684706389904,0.0001,0.0,0.0001,0.0001,2.4259121,1.3183812,4.398754,0.17487635,0.3602999999999999,5.551115123125783e-17,0.36029999999999995,0.36029999999999995,,,,,,,,,,,,,,,,,,,,,0.3593403,0.2063252,0.6406344,2.0835549e-05,0.34690488451239765,0.2143241693266572,0.7038,-0.02256600931286812,0.3113396756344617,0.2077376235906035,0.9768440525098969,0.03303482471714874
172,1367.0,0.0,1995.0,105.0,19.0,3268.0,0.5,0.6861,0.6861,0.0,2743.732852458954,,,,0.00249869384828748,0.0011493530384522168,0.005770257208496332,0.0008023008122108877,0.0001,0.0,0.0001,0.0001,0.9443658,0.55832845,2.9487386,0.24006575,0.6861,0.0,0.6861,0.6861,,,,,,,,,,,,,,,,,,,,,0.35624832,0.2168512,0.6172331,-0.022928389,0.34590293302739344,0.21329735399151478,0.6234,-0.02138260193169117,0.27803117528763777,0.2084325759203531,0.9842768059612461,0.010437252698367823
173,1386.0,0.0,1995.0,105.0,19.0,3287.0,0.5,0.6488,0.6488,0.0,2753.9102408885956,,,,0.0023661170335900453,0.0012778993168591167,0.004591876640915871,0.0005322580691426992,0.0001,0.0,0.0001,0.0001,1.0309054,0.7739281,2.9467294,0.23457673,0.6487999999999999,1.1102230246251565e-16,0.6488,0.6488,,,,,,,,,,,,,,,,,,,,,0.36383078,0.21919051,0.6249044,-0.03982772,0.3463132446711311,0.21431013706573424,0.6811,-0.017492927610874176,0.23233539523466484,0.21075715490930924,0.9525854256902698,0.009919944258775518
174,1405.0,0.0,1995.0,105.0,19.0,3306.0,0.5,0.598,0.598,0.0,2764.2082693576813,,,,0.00481402312612368,0.002918024106675115,0.01338083017617464,0.0010948373237624764,0.0001,0.0,0.0001,0.0001,2.1562967,1.2217313,4.865636,0.24480245,0.5980000000000001,1.1102230246251565e-16,0.598,0.598,,,,,,,,,,,,,,,,,,,,,0.36993346,0.21658279,0.65659195,-0.035122704,0.354656926303,0.2130939415798668,0.7038,-0.01190019678324461,0.26567941013214225,0.1077995385653716,0.4255376142538586,0.029270971868411697
175,1424.0,0.0,1995.0,105.0,19.0,3325.0,0.5,0.48719999999999997,0.48719999999999997,0.0,2774.0972208976746,,,,0.004461175031287389,0.0022840482341945,0.008475273847579956,0.0010212654015049338,0.0001,0.0,0.0001,0.0001,1.7693887,0.82696307,3.7445388,0.50338835,0.4871999999999999,5.551115123125783e-17,0.48719999999999997,0.48719999999999997,,,,,,,,,,,,,,,,,,,,,0.3581245,0.20643584,0.6603792,-0.009979182,0.36315216281076323,0.21004432496851747,0.7038,-0.006613087374716997,0.3044268265896205,0.22271689756896615,0.8260512667063291,0.004724088077342878
176,1443.0,0.0,1995.0,105.0,19.0,3344.0,0.5,0.4364,0.4364,1.0,2792.853132009506,0.2087,0.2087,0.0,0.007729813948066698,0.003208259109538383,0.014444801956415176,0.002861514687538147,0.0001,0.0,0.0001,0.0001,2.368538,1.3583374,4.8800187,0.37739754,0.43640000000000007,5.551115123125783e-17,0.4364,0.4364,,,,,,,,,,,,,,,,,,,,,0.34431538,0.20079641,0.6214822,0.005601526,0.33835599504538283,0.19481901836861382,0.7038,-0.06578367948532104,0.27692842921942434,0.18858712212593945,0.8003403785045076,0.013125233543577159
177,1462.0,0.0,1995.0,105.0,19.0,3363.0,0.5,0.601,0.601,0.0,2802.5593836307526,,,,0.0095570579999023,0.006568241459535848,0.023274730890989304,0.0025031561963260174,0.0001,0.0,0.0001,0.0001,3.3167067,2.0866506,6.3874903,0.36042982,0.6009999999999999,1.1102230246251565e-16,0.601,0.601,,,,,,,,,,,,,,,,,,,,,0.3277296,0.19756636,0.68072295,-0.010675322,0.3393381908244013,0.19248085085633604,0.6861,-0.06270410865545273,0.27847648953538506,0.20820741168268808,0.6204774190367782,0.005774705857788139
178,1481.0,0.0,1995.0,105.0,19.0,3382.0,0.5,0.554,0.554,0.0,2811.8230006694794,,,,0.003393271556382792,0.0017275731544621022,0.007235262077301741,0.0009009768255054951,0.0001,0.0,0.0001,0.0001,1.414786,0.74044466,3.3258362,0.18271035,0.554,0.0,0.554,0.554,,,,,,,,,,,,,,,,,,,,,0.3345574,0.19585569,0.53253734,-0.06799135,0.3426261180263312,0.19003959604453466,0.7038,-0.05864710360765457,0.26277000352221125,0.23142502811607116,0.7742862101467527,0.015276385385257416
179,1500.0,0.0,1995.0,105.0,19.0,3401.0,0.5,0.7075,0.7075,0.0,2822.996656179428,,,,0.00549301139674046,0.003143637936479093,0.0111875394359231,0.0008716126903891563,0.0001,0.0,0.0001,0.0001,2.4273329,1.1692203,4.185212,0.29457003,0.7074999999999999,1.1102230246251565e-16,0.7075,0.7075,,,,,,,,,,,,,,,,,,,,,0.34650695,0.19588853,0.62245107,-0.050344415,0.34018214687052395,0.19022806988221727,0.7038,-0.05514787882566452,0.2944813561385424,0.22908006111704596,0.7077647488571883,0.017471331818128773
180,1519.0,0.0,1995.0,105.0,19.0,3420.0,0.5,0.48019999999999996,0.48019999999999996,0.0,2832.8566946983337,,,,0.0047810760766474735,0.0020807597384665407,0.00895671546459198,0.0017391126602888107,0.0001,0.0,0.0001,0.0001,2.261979,0.87348866,3.7470498,0.28112015,0.48019999999999996,0.0,0.48019999999999996,0.48019999999999996,,,,,,,,,,,,,,,,,,,,,0.3596389,0.19051854,0.59683895,-0.08126313,0.3593096078557511,0.1802833920147241,0.7075,-0.04918874427676201,0.3476252752634441,0.24379829681787202,0.9436526850119135,0.025942360474108653
181,1538.0,0.0,1995.0,105.0,19.0,3439.0,0.5,0.6132,0.6132,1.0,2851.9781754016876,0.3789,0.3789,0.0,0.006003766656956739,0.00225717895033836,0.011004609987139702,0.003214490134268999,0.0001,0.0,0.0001,0.0001,2.1091497,0.9219703,3.701642,0.6776573,0.6131999999999999,1.1102230246251565e-16,0.6132,0.6132,,,,,,,,,,,,,,,,,,,,,0.40415326,0.15884969,0.5871358,-0.00058286294,0.39202694103642594,0.1626787759098859,0.7038,-0.006280106958001852,0.3190400735626627,0.21748964285473377,0.7279306513587998,0.021340970398051273
182,1557.0,0.0,1995.0,105.0,19.0,3458.0,0.5,0.6544,0.6544,0.0,2863.636724472046,,,,0.003999647884888368,0.0016035036892989205,0.006914389785379171,0.001915004220791161,0.0001,0.0,0.0001,0.0001,1.8448821,0.80625975,3.4035227,0.5958739,0.6544000000000001,1.1102230246251565e-16,0.6544,0.6544,,,,,,,,,,,,,,,,,,,,,0.41743544,0.1578158,0.59783417,0.09309349,0.4090322904363359,0.1496807126937202,0.7038,0.006552788894623518,0.2837120261951391,0.20907863187717582,0.7376902856538096,0.011885592993264877
183,1576.0,0.0,1995.0,105.0,19.0,3477.0,0.5,0.3095,0.3095,0.0,2874.065404176712,,,,0.003565909004666739,0.0013747426153969474,0.006332066375762224,0.0013668949250131845,0.0001,0.0,0.0001,0.0001,1.6803141,0.6021163,2.8313687,0.64688045,0.3095,0.0,0.3095,0.3095,,,,,,,,,,,,,,,,,,,,,0.4205221,0.15085115,0.5865145,0.06750725,0.40571352693217466,0.1532898843336116,0.6632000000000001,0.011754661798477173,0.33290340369234217,0.23800415679588618,0.9229150063778322,0.004738339717878345
184,1595.0,0.0,1995.0,105.0,19.0,3496.0,0.5,0.4385,0.4385,0.0,2884.0598146915436,,,,0.004779031539025406,0.0034143279991070306,0.013269970193505287,0.0013505981769412756,0.0001,0.0,0.0001,0.0001,2.0244591,1.4106064,4.4540854,0.28075728,0.4385,0.0,0.4385,0.4385,,,,,,,,,,,,,,,,,,,,,0.42246658,0.15614189,0.5907269,0.023630695,0.41787212541189767,0.14854108134144337,0.7075,0.025174833834171295,0.3310728889817459,0.2710060523150886,0.8600957331766675,0.01734163568547174
185,1614.0,0.0,1995.0,105.0,19.0,3515.0,0.5,0.6294,0.6294,0.0,2895.926581144333,,,,0.002848103493710773,0.002204227155944251,0.008382173255085945,0.0006193041335791349,0.0001,0.0,0.0001,0.0001,1.3358856,0.9973302,3.4757109,0.15859294,0.6294000000000001,1.1102230246251565e-16,0.6294,0.6294,,,,,,,,,,,,,,,,,,,,,0.42750338,0.140696,0.6255673,0.122202404,0.4222138675640803,0.1440313114216627,0.7075,0.03259594738483429,0.3010186301987808,0.24232765799303974,0.7463536278204517,0.012800442765837878
186,1633.0,0.0,1995.0,105.0,19.0,3534.0,0.5,0.4054,0.4054,1.0,2914.0421285629272,0.3268,0.3268,0.0,0.004888464541484912,0.0019645857747493077,0.009173762053251266,0.0016697966493666172,0.0001,0.0,0.0001,0.0001,1.9174029,0.77229506,3.3404994,0.64882636,0.40540000000000004,5.551115123125783e-17,0.4054,0.4054,,,,,,,,,,,,,,,,,,,,,0.4452623,0.12923732,0.58435255,0.093789,0.4486087918667951,0.11541558550626045,0.7038,0.12270000000000003,0.23686501490725986,0.16417866736032652,0.7241931561897458,0.02099023175191216
187,1652.0,0.0,1995.0,105.0,19.0,3553.0,0.5,0.48100000000000004,0.48100000000000004,0.0,2924.1329300403595,,,,0.0026762396834480264,0.0010100177578417637,0.00479617016389966,0.0013253693468868732,0.0001,0.0,0.0001,0.0001,1.0491395,0.5576269,1.95392,0.18748106,0.48100000000000004,0.0,0.48100000000000004,0.48100000000000004,,,,,,,,,,,,,,,,,,,,,0.464926,0.101520106,0.5598479,0.22901843,0.45635835459319257,0.11178396064561547,0.6861,0.12949999999999995,0.33646166227920454,0.22088250530713147,0.6668236516233012,0.014542449560709315
188,1671.0,0.0,1995.0,105.0,19.0,3572.0,0.5,0.1953,0.1953,0.0,2934.393246650696,,,,0.004182190427349674,0.0020772410122282723,0.007911641150712967,0.0011831866577267647,0.0001,0.0,0.0001,0.0001,1.855495,0.9274665,3.509084,0.44884825,0.1953,0.0,0.1953,0.1953,,,,,,,,,,,,,,,,,,,,,0.4651228,0.1147375,0.60888416,0.14742501,0.45176800302550607,0.11291228773214286,0.6811,0.1211,0.41574761940181815,0.1858969796338082,0.7007448360418668,0.02090359464495694
189,1690.0,0.0,1995.0,105.0,19.0,3591.0,0.5,0.41069999999999995,0.41069999999999995,0.0,2944.1381528377533,,,,0.002825564908562228,0.001431247856153853,0.005640772171318531,0.0009377697133459151,0.0001,0.0,0.0001,0.0001,1.3763052,0.83213127,3.015967,0.23201656,0.4107,5.551115123125783e-17,0.41069999999999995,0.41069999999999995,,,,,,,,,,,,,,,,,,,,,0.47360745,0.09870003,0.6087511,0.19560662,0.4612194707652553,0.10256544793378648,0.6632000000000001,0.1211,0.20888050316412518,0.1297958538667375,0.4243837530908453,0.018409593759189317
190,1709.0,0.0,1995.0,105.0,19.0,3610.0,0.5,0.5346,0.5346,0.0,2955.5249207019806,,,,0.00243295173600523,0.0010830522249587978,0.004433227702975273,0.0008773220470175147,0.0001,0.0,0.0001,0.0001,0.85639167,0.47986308,1.7759652,0.16263469,0.5345999999999999,1.1102230246251565e-16,0.5346,0.5346,,,,,,,,,,,,,,,,,,,,,0.47214723,0.10235678,0.5958632,0.18917,0.468232141352776,0.09507346709894728,0.6827,0.12270000000000003,0.26795223867816675,0.24233007254044842,0.9475810649490659,0.001970534736194378
191,1728.0,0.0,1995.0,105.0,19.0,3629.0,0.5,0.6209,0.6209,1.0,2975.418192386627,0.3144,0.3144,0.0,0.0026055361926814336,0.0009668177206220666,0.00440522376447916,0.0004283857415430248,0.0001,0.0,0.0001,0.0001,0.95490944,0.5077345,2.1182806,0.22757995,0.6209000000000001,1.1102230246251565e-16,0.6209,0.6209,,,,,,,,,,,,,,,,,,,,,0.49601373,0.08321722,0.58451074,0.22047862,0.5046510147153089,0.08425933682443183,0.6861,0.12270000000000003,0.3453208161407744,0.1633641530352184,0.6573795916689217,0.0038899461812919077
192,1747.0,0.0,1995.0,105.0,19.0,3648.0,0.5,0.3448,0.3448,0.0,2985.555462360382,,,,0.003113607093433125,0.002394868675828279,0.010441822931170464,0.0010361778549849987,0.0001,0.0,0.0001,0.0001,1.3769518,0.8508726,3.5982807,0.377833,0.34480000000000005,5.551115123125783e-17,0.3448,0.3448,,,,,,,,,,,,,,,,,,,,,0.5246428,0.08819849,0.6794812,0.33771807,0.5090378407467157,0.08052641823503537,0.7038,0.1211,0.35152249951305076,0.1706664741824072,0.7091137610560094,0.09841900764865905
193,1766.0,0.0,1995.0,105.0,19.0,3667.0,0.5,0.495,0.495,0.0,2995.5375595092773,,,,0.005103122795440463,0.0025311676265462797,0.011250469833612442,0.0006131355767138302,0.0001,0.0,0.0001,0.0001,2.1754227,0.9065657,3.6792617,0.27383533,0.4949999999999999,1.1102230246251565e-16,0.495,0.495,,,,,,,,,,,,,,,,,,,,,0.5178695,0.0904715,0.6728252,0.29500982,0.509634172777252,0.08055642242882108,0.7075,0.13339999999999996,0.28061760469695846,0.232041011021189,0.7578798598678532,0.006381218219084755
194,1785.0,0.0,1995.0,105.0,19.0,3686.0,0.5,0.2669,0.2669,0.0,3006.0809495449066,,,,0.005420389040308591,0.003608948167532337,0.015280760824680328,0.00047863260260783136,0.0001,0.0,0.0001,0.0001,2.2215507,1.2236589,5.2716,0.13687499,0.26689999999999997,5.551115123125783e-17,0.2669,0.2669,,,,,,,,,,,,,,,,,,,,,0.5101567,0.08151462,0.628062,0.2708535,0.515306165396836,0.07716173390901275,0.6861,0.11580000000000001,0.3839188119542941,0.2865560126019847,0.9809953168936087,0.03988258266058007
195,1804.0,0.0,1995.0,105.0,19.0,3705.0,0.5,0.5042,0.5042,0.0,3016.6006302833557,,,,0.0024986105757610253,0.0012635511368880212,0.00522049143910408,0.0004439692129381001,0.0001,0.0,0.0001,0.0001,1.062947,0.48358798,1.8846121,0.31458896,0.5042000000000001,1.1102230246251565e-16,0.5042,0.5042,,,,,,,,,,,,,,,,,,,,,0.51734245,0.07562208,0.607268,0.3645366,0.5162993212980115,0.0740870735202391,0.6861,0.12270000000000003,0.3044830827353487,0.20400138646062377,0.7109180158876066,0.0752611062499117
196,1823.0,0.0,1995.0,105.0,19.0,3724.0,0.5,0.4555,0.4555,1.0,3036.477808713913,0.36629999999999996,0.36629999999999996,0.0,0.002832785817897982,0.0013604930556542164,0.0062227556481957436,0.0008962289430201054,0.0001,0.0,0.0001,0.0001,0.8496101,0.53537947,2.2640874,0.219694,0.4555,0.0,0.4555,0.4555,,,,,,,,,,,,,,,,,,,,,0.55442786,0.05975094,0.6561352,0.38716504,0.5507119666195579,0.07209174592580327,0.7075,0.11580000000000001,0.29848661351398736,0.21829715679223902,0.8177405404014708,0.008236752812533072
197,1842.0,0.0,1995.0,105.0,19.0,3743.0,0.5,0.5579000000000001,0.5579000000000001,0.0,3046.150378704071,,,,0.0021829066617000434,0.0008924209114929186,0.003918481059372425,0.0005898679373785853,0.0001,0.0,0.0001,0.0001,0.82126266,0.6069016,1.9017756,0.118448555,0.5579000000000001,0.0,0.5579000000000001,0.5579000000000001,,,,,,,,,,,,,,,,,,,,,0.55555296,0.0642801,0.6357789,0.40450007,0.551366240358394,0.07082146734446858,0.7075,0.11580000000000001,0.2838404291059002,0.2637924148175399,0.8106298722399041,0.006193157526287421
198,1861.0,0.0,1995.0,105.0,19.0,3762.0,0.5,0.5408999999999999,0.5408999999999999,0.0,3056.0625989437103,,,,0.00412011561760058,0.00241707642532794,0.011704202741384506,0.001415558741427958,0.0001,0.0,0.0001,0.0001,1.6139083,0.9938911,3.8826258,0.22957313,0.5409,1.1102230246251565e-16,0.5408999999999999,0.5408999999999999,,,,,,,,,,,,,,,,,,,,,0.5607147,0.07283008,0.74520975,0.42125678,0.557217208617636,0.06429524647569944,0.7075,0.11580000000000001,0.278734133436534,0.2289083245030326,0.8652119030501708,0.009270754082742895
199,1880.0,0.0,1995.0,105.0,19.0,3781.0,0.5,0.49829999999999997,0.49829999999999997,0.0,3066.538227558136,,,,0.0017688699105444055,0.0009190265155775684,0.003493373980745673,0.0005404902622103691,0.0001,0.0,0.0001,0.0001,0.9381019,0.54113966,2.010299,0.14459628,0.4983,5.551115123125783e-17,0.49829999999999997,0.49829999999999997,,,,,,,,,,,,,,,,,,,,,0.5630451,0.052328438,0.6432163,0.431487,0.5561091597452346,0.06129043910136858,0.6861,0.1211,0.2659682507333168,0.2082241368755156,0.8520922143965057,0.03029348044048467
200,1899.0,0.0,1995.0,105.0,19.0,3800.0,0.5,0.4777,0.4777,0.0,3076.8793613910675,,,,0.001684157527051866,0.0008857870852417157,0.0035318038426339626,0.0004497544141486287,0.0001,0.0,0.0001,0.0001,0.738897,0.47549757,2.1862812,0.20536797,0.47770000000000007,5.551115123125783e-17,0.4777,0.4777,,,,,,,,,,,,,,,,,,,,,0.5575926,0.06360585,0.6267104,0.35459918,0.558664599576758,0.06289106159051462,0.6861,0.12949999999999995,0.32153296655204766,0.25505089749613963,0.87437033201684,0.030949208307921118
